test split,train samples,test samples,epochs,train_loss,train_accuracy,val_loss,val_accuracy
0.2,47,12,20,"[136.96580505371094, 152.92193603515625, 47.005069732666016, 161.63092041015625, 63.2895393371582, 95.80672454833984, 76.48632049560547, 39.857460021972656, 41.59096145629883, 45.29328155517578, 27.506519317626953, 39.951416015625, 39.10078811645508, 34.60649108886719, 38.7951774597168, 32.02422332763672, 21.03217315673828, 18.925172805786133, 19.15004539489746, 28.754404067993164]","[0.4893617033958435, 0.6382978558540344, 0.7446808218955994, 0.44680851697921753, 0.5744680762290955, 0.6382978558540344, 0.6595744490623474, 0.5744680762290955, 0.6170212626457214, 0.5957446694374084, 0.6170212626457214, 0.5106382966041565, 0.6595744490623474, 0.7021276354789734, 0.4680851101875305, 0.6382978558540344, 0.6595744490623474, 0.6595744490623474, 0.6595744490623474, 0.5957446694374084]","[342.162353515625, 236.0464630126953, 105.1513442993164, 85.9668960571289, 236.9551239013672, 248.8475341796875, 78.2181167602539, 68.56212615966797, 127.5337905883789, 106.28521728515625, 49.0391731262207, 90.64630126953125, 117.22808837890625, 33.40865707397461, 75.33556365966797, 71.59783935546875, 30.370332717895508, 51.22526931762695, 33.08906173706055, 40.451908111572266]","[0.3333333432674408, 0.3333333432674408, 0.5833333134651184, 0.5833333134651184, 0.3333333432674408, 0.3333333432674408, 0.4166666567325592, 0.5, 0.3333333432674408, 0.3333333432674408, 0.5833333134651184, 0.3333333432674408, 0.4166666567325592, 0.5833333134651184, 0.3333333432674408, 0.3333333432674408, 0.5833333134651184, 0.4166666567325592, 0.5, 0.4166666567325592]"
0.2,47,12,50,"[13.090311050415039, 12.656536102294922, 13.211820602416992, 17.512941360473633, 9.549866676330566, 13.018023490905762, 8.977057456970215, 10.507973670959473, 18.019338607788086, 18.13644790649414, 18.084613800048828, 16.09463882446289, 18.122623443603516, 10.88996410369873, 9.529158592224121, 12.988617897033691, 5.994727611541748, 7.316319942474365, 9.903178215026855, 12.000036239624023, 8.291881561279297, 9.976540565490723, 15.341124534606934, 9.493317604064941, 7.09683084487915, 4.561023235321045, 11.045348167419434, 19.976661682128906, 16.898521423339844, 27.890199661254883, 8.04675579071045, 11.52564525604248, 9.054537773132324, 16.003765106201172, 6.241063117980957, 15.616964340209961, 31.817218780517578, 28.206600189208984, 19.819787979125977, 13.223931312561035, 10.646489143371582, 19.412330627441406, 20.28323745727539, 29.32850456237793, 23.069198608398438, 23.119550704956055, 17.97563934326172, 14.795598030090332, 28.038921356201172, 17.06532859802246]","[0.6808510422706604, 0.7234042286872864, 0.6170212626457214, 0.6170212626457214, 0.5531914830207825, 0.4680851101875305, 0.5957446694374084, 0.6170212626457214, 0.6382978558540344, 0.4893617033958435, 0.6382978558540344, 0.5319148898124695, 0.6170212626457214, 0.6382978558540344, 0.6808510422706604, 0.5744680762290955, 0.7021276354789734, 0.6382978558540344, 0.5957446694374084, 0.4680851101875305, 0.5957446694374084, 0.5957446694374084, 0.5319148898124695, 0.5957446694374084, 0.6595744490623474, 0.7021276354789734, 0.5957446694374084, 0.6595744490623474, 0.5319148898124695, 0.5957446694374084, 0.7021276354789734, 0.6808510422706604, 0.5957446694374084, 0.6382978558540344, 0.7021276354789734, 0.6382978558540344, 0.38297873735427856, 0.6382978558540344, 0.4893617033958435, 0.6382978558540344, 0.5957446694374084, 0.6382978558540344, 0.4680851101875305, 0.6382978558540344, 0.5957446694374084, 0.5319148898124695, 0.6382978558540344, 0.5744680762290955, 0.6382978558540344, 0.5106382966041565]","[48.07313537597656, 19.422149658203125, 46.62649917602539, 8.67539119720459, 12.274322509765625, 36.17677688598633, 16.466251373291016, 50.7568359375, 16.275178909301758, 48.43134689331055, 17.76000213623047, 49.96586990356445, 40.91496658325195, 29.010168075561523, 17.949790954589844, 14.028119087219238, 22.415788650512695, 26.277578353881836, 9.510390281677246, 22.16021728515625, 31.185510635375977, 13.687987327575684, 34.302978515625, 10.517176628112793, 21.557241439819336, 7.612249851226807, 61.94358444213867, 17.556459426879883, 68.96179962158203, 26.1735782623291, 21.258583068847656, 16.940670013427734, 39.5420036315918, 11.27422046661377, 42.4076042175293, 15.954852104187012, 71.77483367919922, 10.40351390838623, 32.2969856262207, 13.613323211669922, 43.79603958129883, 13.24792766571045, 49.38337707519531, 80.55352783203125, 21.31304168701172, 54.457733154296875, 15.635979652404785, 65.22025299072266, 49.37965774536133, 13.796875953674316]","[0.3333333432674408, 0.5, 0.3333333432674408, 0.75, 0.5833333134651184, 0.3333333432674408, 0.5, 0.3333333432674408, 0.5, 0.3333333432674408, 0.5, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.5, 0.5, 0.4166666567325592, 0.3333333432674408, 0.6666666865348816, 0.4166666567325592, 0.3333333432674408, 0.5833333134651184, 0.3333333432674408, 0.5, 0.3333333432674408, 0.5, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.4166666567325592, 0.5, 0.5833333134651184, 0.3333333432674408, 0.5833333134651184, 0.4166666567325592, 0.6666666865348816, 0.3333333432674408, 0.5, 0.3333333432674408, 0.5833333134651184, 0.3333333432674408, 0.5, 0.4166666567325592, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.5, 0.3333333432674408, 0.3333333432674408, 0.5833333134651184]"
0.2,47,12,100,"[11.954710960388184, 21.966114044189453, 9.096684455871582, 9.356399536132812, 11.036749839782715, 5.58658504486084, 7.0498762130737305, 8.105318069458008, 9.265501976013184, 10.468179702758789, 24.946096420288086, 23.561176300048828, 19.190336227416992, 25.595687866210938, 9.593160629272461, 18.45136833190918, 21.266897201538086, 12.151276588439941, 8.044967651367188, 6.050630569458008, 10.230639457702637, 29.894643783569336, 46.40867614746094, 30.79745101928711, 57.38484191894531, 53.02040481567383, 77.01647186279297, 20.678260803222656, 42.6170539855957, 48.250282287597656, 74.01859283447266, 26.854341506958008, 25.300729751586914, 26.1513729095459, 17.21684455871582, 18.32565689086914, 20.7148380279541, 17.961606979370117, 14.793777465820312, 17.63236427307129, 18.849069595336914, 8.912616729736328, 32.39677429199219, 33.83417510986328, 27.31198501586914, 29.327098846435547, 28.678874969482422, 16.800615310668945, 37.12729263305664, 15.805131912231445, 13.829924583435059, 10.019111633300781, 14.75617504119873, 7.397390842437744, 7.5109992027282715, 17.6767635345459, 5.48647403717041, 6.624635219573975, 8.698647499084473, 7.743965148925781, 12.731517791748047, 18.2836971282959, 7.24656343460083, 8.74771785736084, 4.701717853546143, 7.438912391662598, 8.674568176269531, 7.51840353012085, 10.055242538452148, 4.7297186851501465, 2.375300884246826, 2.7880778312683105, 2.557605266571045, 9.233381271362305, 5.1961989402771, 13.383028984069824, 7.41039514541626, 7.166480541229248, 7.105789661407471, 10.696578979492188, 3.80891489982605, 3.131289005279541, 16.052024841308594, 5.144491195678711, 3.1271119117736816, 8.48343563079834, 7.3632683753967285, 4.9042510986328125, 3.6415743827819824, 6.389122486114502, 4.190902233123779, 8.81551456451416, 18.502729415893555, 9.61777114868164, 15.43631649017334, 8.806378364562988, 23.770240783691406, 13.149435997009277, 10.988855361938477, 16.127986907958984]","[0.7021276354789734, 0.6382978558540344, 0.6382978558540344, 0.7021276354789734, 0.5319148898124695, 0.5744680762290955, 0.7021276354789734, 0.5744680762290955, 0.6808510422706604, 0.6382978558540344, 0.6382978558540344, 0.5106382966041565, 0.6170212626457214, 0.6170212626457214, 0.6382978558540344, 0.6382978558540344, 0.5319148898124695, 0.6382978558540344, 0.6382978558540344, 0.6808510422706604, 0.6595744490623474, 0.44680851697921753, 0.6382978558540344, 0.6808510422706604, 0.3617021143436432, 0.6382978558540344, 0.6382978558540344, 0.7021276354789734, 0.4680851101875305, 0.6382978558540344, 0.6382978558540344, 0.6170212626457214, 0.5531914830207825, 0.6170212626457214, 0.6595744490623474, 0.5957446694374084, 0.5957446694374084, 0.5744680762290955, 0.7021276354789734, 0.6170212626457214, 0.4893617033958435, 0.6382978558540344, 0.3617021143436432, 0.6382978558540344, 0.6170212626457214, 0.5106382966041565, 0.6170212626457214, 0.6382978558540344, 0.3617021143436432, 0.6170212626457214, 0.5957446694374084, 0.6808510422706604, 0.6808510422706604, 0.6595744490623474, 0.6382978558540344, 0.6382978558540344, 0.4893617033958435, 0.6382978558540344, 0.5957446694374084, 0.6382978558540344, 0.5319148898124695, 0.6382978558540344, 0.6170212626457214, 0.6170212626457214, 0.6382978558540344, 0.6382978558540344, 0.5744680762290955, 0.5957446694374084, 0.5957446694374084, 0.5957446694374084, 0.6595744490623474, 0.6595744490623474, 0.6382978558540344, 0.4893617033958435, 0.6595744490623474, 0.6170212626457214, 0.5957446694374084, 0.6382978558540344, 0.6382978558540344, 0.4680851101875305, 0.5744680762290955, 0.7446808218955994, 0.44680851697921753, 0.6595744490623474, 0.7446808218955994, 0.5957446694374084, 0.6170212626457214, 0.6808510422706604, 0.6595744490623474, 0.6808510422706604, 0.7021276354789734, 0.5319148898124695, 0.6382978558540344, 0.5531914830207825, 0.6382978558540344, 0.5531914830207825, 0.6382978558540344, 0.6382978558540344, 0.5744680762290955, 0.7234042286872864]","[68.4509506225586, 16.38918685913086, 31.348770141601562, 12.022486686706543, 16.32427406311035, 24.3773250579834, 21.979896545410156, 5.444540500640869, 11.997482299804688, 48.517913818359375, 23.351285934448242, 20.244422912597656, 78.7876968383789, 17.621904373168945, 52.572330474853516, 16.221817016601562, 33.82345962524414, 25.425994873046875, 14.842350959777832, 43.159942626953125, 20.336669921875, 85.6041488647461, 104.1560287475586, 24.4818058013916, 72.44757843017578, 189.7844696044922, 86.73394775390625, 39.45731735229492, 89.00360107421875, 188.1934814453125, 100.7591552734375, 35.70622634887695, 77.03287506103516, 70.6809310913086, 29.133031845092773, 58.86256790161133, 42.3075065612793, 20.851850509643555, 63.12260818481445, 16.79442596435547, 38.8069953918457, 22.809091567993164, 69.35550689697266, 86.79328155517578, 21.571352005004883, 53.94465637207031, 86.89111328125, 27.8514461517334, 49.55178451538086, 23.38029670715332, 19.351520538330078, 49.74018478393555, 17.243051528930664, 15.199902534484863, 39.0402717590332, 7.6056036949157715, 22.377029418945312, 25.162084579467773, 19.762977600097656, 11.318031311035156, 41.78532028198242, 17.1850528717041, 22.846099853515625, 13.788111686706543, 24.18157958984375, 5.531861782073975, 11.396349906921387, 26.648969650268555, 4.875227451324463, 3.5411460399627686, 3.152942419052124, 3.90936017036438, 7.518418788909912, 9.129705429077148, 30.849090576171875, 9.538206100463867, 26.03424644470215, 7.162403106689453, 11.999299049377441, 14.622161865234375, 11.201781272888184, 8.061943054199219, 22.462312698364258, 12.779261589050293, 8.686267852783203, 18.31083106994629, 15.85332202911377, 8.18114185333252, 25.67200469970703, 15.094082832336426, 22.043563842773438, 31.26595115661621, 26.455663681030273, 30.562570571899414, 19.086999893188477, 41.02560043334961, 50.73177719116211, 16.00325584411621, 57.88496780395508, 18.96671485900879]","[0.3333333432674408, 0.5833333134651184, 0.3333333432674408, 0.5, 0.4166666567325592, 0.4166666567325592, 0.3333333432674408, 0.5, 0.3333333432674408, 0.4166666567325592, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.5, 0.3333333432674408, 0.5, 0.4166666567325592, 0.4166666567325592, 0.5833333134651184, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.3333333432674408, 0.6666666865348816, 0.4166666567325592, 0.3333333432674408, 0.3333333432674408, 0.5833333134651184, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.5, 0.4166666567325592, 0.3333333432674408, 0.5, 0.3333333432674408, 0.3333333432674408, 0.4166666567325592, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.4166666567325592, 0.5833333134651184, 0.4166666567325592, 0.4166666567325592, 0.6666666865348816, 0.4166666567325592, 0.5, 0.5, 0.4166666567325592, 0.4166666567325592, 0.4166666567325592, 0.4166666567325592, 0.4166666567325592, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.5, 0.4166666567325592, 0.4166666567325592, 0.3333333432674408, 0.4166666567325592, 0.3333333432674408, 0.5833333134651184, 0.4166666567325592, 0.4166666567325592, 0.5, 0.5, 0.5833333134651184, 0.4166666567325592, 0.6666666865348816, 0.4166666567325592, 0.4166666567325592, 0.5, 0.3333333432674408, 0.5, 0.4166666567325592, 0.3333333432674408, 0.3333333432674408, 0.6666666865348816, 0.4166666567325592, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.3333333432674408, 0.4166666567325592, 0.4166666567325592, 0.3333333432674408, 0.4166666567325592, 0.3333333432674408, 0.4166666567325592, 0.4166666567325592, 0.3333333432674408, 0.4166666567325592, 0.4166666567325592, 0.5, 0.3333333432674408, 0.5833333134651184]"
0.3,41,18,20,"[12.410846710205078, 10.282086372375488, 9.449480056762695, 8.8073091506958, 8.017926216125488, 6.896745681762695, 10.258220672607422, 13.034599304199219, 10.241049766540527, 25.34455108642578, 24.926010131835938, 44.32371139526367, 30.249454498291016, 12.645174026489258, 8.384797096252441, 14.89986515045166, 11.548713684082031, 13.993515014648438, 10.411052703857422, 5.689403057098389]","[0.5853658318519592, 0.707317054271698, 0.7317073345184326, 0.6585366129875183, 0.6341463327407837, 0.707317054271698, 0.4390243887901306, 0.6829268336296082, 0.6829268336296082, 0.31707316637039185, 0.6829268336296082, 0.6829268336296082, 0.6829268336296082, 0.5121951103210449, 0.6829268336296082, 0.6829268336296082, 0.6341463327407837, 0.6585366129875183, 0.6341463327407837, 0.6097561120986938]","[16.711658477783203, 23.090612411499023, 14.437654495239258, 11.084836959838867, 19.65630340576172, 6.4382219314575195, 19.177459716796875, 31.394182205200195, 12.250736236572266, 40.655277252197266, 95.11872863769531, 78.8554458618164, 8.766490936279297, 9.409399032592773, 37.43856430053711, 14.286561965942383, 13.937108039855957, 20.943410873413086, 15.739327430725098, 7.89695405960083]","[0.5, 0.5, 0.5, 0.5, 0.4444444477558136, 0.5, 0.3888888955116272, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.5555555820465088, 0.6111111044883728, 0.3888888955116272, 0.5555555820465088, 0.6111111044883728, 0.3888888955116272, 0.4444444477558136, 0.5555555820465088]"
0.3,41,18,50,"[6.063253879547119, 5.131651878356934, 3.03944993019104, 2.146003484725952, 4.34326696395874, 4.3391594886779785, 13.023792266845703, 5.27755880355835, 12.396449089050293, 18.370567321777344, 15.62299919128418, 18.575725555419922, 16.326486587524414, 22.750349044799805, 14.1690092086792, 17.475549697875977, 12.553702354431152, 15.489531517028809, 16.685277938842773, 11.169611930847168, 19.170761108398438, 9.67292308807373, 12.973930358886719, 10.345196723937988, 7.1472978591918945, 7.131428241729736, 8.186375617980957, 8.412464141845703, 11.846627235412598, 11.091259002685547, 7.784027099609375, 21.026203155517578, 22.948640823364258, 7.4559149742126465, 7.064878940582275, 14.6821928024292, 10.25517463684082, 11.273921012878418, 9.293107986450195, 10.687860488891602, 7.4939866065979, 4.008102893829346, 2.3815460205078125, 2.1121280193328857, 3.8556199073791504, 3.349330186843872, 1.668975830078125, 2.127577304840088, 3.4387333393096924, 3.0766665935516357]","[0.6585366129875183, 0.7317073345184326, 0.7317073345184326, 0.7317073345184326, 0.5853658318519592, 0.5609756112098694, 0.6829268336296082, 0.707317054271698, 0.4390243887901306, 0.6829268336296082, 0.6829268336296082, 0.5121951103210449, 0.5853658318519592, 0.6829268336296082, 0.6585366129875183, 0.46341463923454285, 0.6829268336296082, 0.6341463327407837, 0.5121951103210449, 0.5609756112098694, 0.6829268336296082, 0.5609756112098694, 0.46341463923454285, 0.6829268336296082, 0.6097561120986938, 0.7317073345184326, 0.6829268336296082, 0.5121951103210449, 0.6829268336296082, 0.6829268336296082, 0.46341463923454285, 0.6829268336296082, 0.6829268336296082, 0.6585366129875183, 0.6585366129875183, 0.6829268336296082, 0.7560975551605225, 0.5365853905677795, 0.7560975551605225, 0.6829268336296082, 0.5365853905677795, 0.707317054271698, 0.7317073345184326, 0.707317054271698, 0.5609756112098694, 0.5365853905677795, 0.6097561120986938, 0.707317054271698, 0.6585366129875183, 0.7317073345184326]","[13.451608657836914, 3.704512596130371, 3.454519271850586, 5.306283950805664, 1.485095500946045, 25.016218185424805, 23.313257217407227, 12.349525451660156, 32.58137893676758, 45.61216735839844, 12.618876457214355, 13.518312454223633, 50.67950439453125, 33.03776168823242, 17.924211502075195, 24.641407012939453, 42.97666931152344, 10.95573616027832, 10.880492210388184, 44.67084503173828, 26.737163543701172, 11.76722526550293, 24.48326873779297, 10.964447021484375, 9.76075553894043, 24.01996612548828, 5.789286136627197, 12.623106956481934, 33.510379791259766, 5.359360218048096, 31.12397003173828, 59.15209197998047, 16.522945404052734, 11.76944351196289, 30.05683708190918, 28.83560562133789, 10.269291877746582, 15.536919593811035, 30.22235107421875, 7.701655864715576, 8.026504516601562, 5.331623554229736, 2.8048088550567627, 2.8346872329711914, 1.446562647819519, 1.9693548679351807, 3.3745357990264893, 3.638549327850342, 8.366423606872559, 3.093771457672119]","[0.3888888955116272, 0.5, 0.5555555820465088, 0.5, 0.5, 0.3333333432674408, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.3333333432674408, 0.5555555820465088, 0.5555555820465088, 0.3333333432674408, 0.3888888955116272, 0.6111111044883728, 0.4444444477558136, 0.3888888955116272, 0.5, 0.5555555820465088, 0.3888888955116272, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.5, 0.5555555820465088, 0.3888888955116272, 0.5, 0.4444444477558136, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3333333432674408, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3333333432674408, 0.5555555820465088, 0.5, 0.3888888955116272, 0.5555555820465088, 0.5555555820465088, 0.5555555820465088, 0.6111111044883728, 0.5555555820465088, 0.5555555820465088, 0.5555555820465088, 0.4444444477558136, 0.5, 0.4444444477558136, 0.6111111044883728]"
0.3,41,18,100,"[3.7587287425994873, 3.7481331825256348, 12.439285278320312, 8.866195678710938, 3.3794634342193604, 3.2241098880767822, 6.861289978027344, 3.0154411792755127, 3.7455954551696777, 3.517810344696045, 6.588434219360352, 7.226215839385986, 2.7507221698760986, 4.774540424346924, 11.237732887268066, 4.537474155426025, 12.278007507324219, 17.895183563232422, 14.558121681213379, 11.24363899230957, 4.807417869567871, 6.442153453826904, 4.239540100097656, 5.130709648132324, 3.0903537273406982, 2.44614315032959, 3.1789138317108154, 14.2637357711792, 6.44803524017334, 13.952666282653809, 32.986270904541016, 45.41169357299805, 28.42466163635254, 17.221094131469727, 11.442057609558105, 17.756629943847656, 9.550312042236328, 12.200937271118164, 12.317244529724121, 10.717778205871582, 12.376152038574219, 7.207303524017334, 9.6615629196167, 14.674491882324219, 14.645564079284668, 16.970016479492188, 16.4050350189209, 7.386053085327148, 18.641321182250977, 8.98068904876709, 8.117463111877441, 11.6395902633667, 4.916538715362549, 6.731197357177734, 8.789657592773438, 4.029745101928711, 9.75911808013916, 16.26435661315918, 7.066128730773926, 18.032114028930664, 20.255386352539062, 32.28643798828125, 13.980314254760742, 19.719200134277344, 9.426278114318848, 20.899974822998047, 8.926980972290039, 20.00448226928711, 12.667957305908203, 14.78955078125, 5.1740288734436035, 9.347345352172852, 22.318376541137695, 26.816871643066406, 13.054976463317871, 15.221359252929688, 9.680122375488281, 6.095728397369385, 9.374654769897461, 8.132390975952148, 10.56442642211914, 11.948514938354492, 11.660643577575684, 13.008455276489258, 6.590799331665039, 4.9518632888793945, 4.185732364654541, 4.09023904800415, 3.3040504455566406, 9.585655212402344, 8.140398025512695, 11.49702262878418, 9.05333423614502, 15.074738502502441, 3.692760467529297, 5.143258094787598, 4.909494400024414, 6.423741817474365, 7.203795433044434, 4.306479454040527]","[0.7317073345184326, 0.6097561120986938, 0.6829268336296082, 0.4878048896789551, 0.6585366129875183, 0.5609756112098694, 0.6585366129875183, 0.5853658318519592, 0.7317073345184326, 0.6341463327407837, 0.6829268336296082, 0.5853658318519592, 0.6829268336296082, 0.5609756112098694, 0.6829268336296082, 0.8048780560493469, 0.4878048896789551, 0.6829268336296082, 0.6829268336296082, 0.5121951103210449, 0.6829268336296082, 0.707317054271698, 0.6585366129875183, 0.6341463327407837, 0.6097561120986938, 0.7804877758026123, 0.5853658318519592, 0.6829268336296082, 0.6829268336296082, 0.3658536672592163, 0.6829268336296082, 0.6829268336296082, 0.6829268336296082, 0.5365853905677795, 0.5853658318519592, 0.6829268336296082, 0.707317054271698, 0.5121951103210449, 0.6585366129875183, 0.6829268336296082, 0.46341463923454285, 0.7317073345184326, 0.6829268336296082, 0.39024388790130615, 0.6829268336296082, 0.6829268336296082, 0.4878048896789551, 0.707317054271698, 0.6829268336296082, 0.6341463327407837, 0.4878048896789551, 0.6829268336296082, 0.6829268336296082, 0.5609756112098694, 0.6829268336296082, 0.707317054271698, 0.5121951103210449, 0.6829268336296082, 0.7317073345184326, 0.3658536672592163, 0.6829268336296082, 0.6829268336296082, 0.6585366129875183, 0.5121951103210449, 0.5853658318519592, 0.6829268336296082, 0.707317054271698, 0.4878048896789551, 0.6097561120986938, 0.6829268336296082, 0.707317054271698, 0.46341463923454285, 0.6829268336296082, 0.6829268336296082, 0.6097561120986938, 0.5365853905677795, 0.6341463327407837, 0.6829268336296082, 0.5365853905677795, 0.707317054271698, 0.6829268336296082, 0.4146341383457184, 0.6585366129875183, 0.6585366129875183, 0.6097561120986938, 0.6829268336296082, 0.7560975551605225, 0.6585366129875183, 0.7317073345184326, 0.4878048896789551, 0.6829268336296082, 0.4390243887901306, 0.6829268336296082, 0.3414634168148041, 0.7560975551605225, 0.6829268336296082, 0.707317054271698, 0.7560975551605225, 0.6341463327407837, 0.6829268336296082]","[4.062932968139648, 18.86166000366211, 18.484403610229492, 8.494586944580078, 3.2752153873443604, 17.479835510253906, 3.1254072189331055, 3.399141550064087, 4.915688514709473, 14.716108322143555, 3.3039307594299316, 6.549267292022705, 1.99168062210083, 18.664913177490234, 21.987022399902344, 11.213924407958984, 26.904083251953125, 42.23048400878906, 8.688167572021484, 11.773032188415527, 18.788394927978516, 5.748683452606201, 15.437286376953125, 3.664579153060913, 3.963289976119995, 1.9996962547302246, 25.50801658630371, 26.154075622558594, 9.96503734588623, 49.250816345214844, 101.43396759033203, 77.5402603149414, 9.476296424865723, 13.747395515441895, 37.5064811706543, 32.66244888305664, 11.586275100708008, 13.55696964263916, 33.84489440917969, 8.466594696044922, 7.893728256225586, 28.57817840576172, 5.3403706550598145, 19.707744598388672, 45.55780792236328, 5.777280807495117, 5.910033226013184, 44.10342025756836, 23.805383682250977, 9.218021392822266, 26.05486488342285, 16.226062774658203, 8.428316116333008, 21.536325454711914, 14.415510177612305, 9.006149291992188, 33.82853698730469, 27.250410079956055, 13.554807662963867, 36.91499328613281, 75.15476989746094, 47.85916519165039, 12.581559181213379, 10.320216178894043, 47.81396484375, 35.0467529296875, 13.434553146362305, 10.342300415039062, 37.61341094970703, 15.370893478393555, 13.232379913330078, 37.60659408569336, 65.96380615234375, 29.06436538696289, 14.65140151977539, 22.62580680847168, 20.976287841796875, 8.876769065856934, 20.085092544555664, 30.163312911987305, 5.335744857788086, 12.365862846374512, 32.93056869506836, 7.759885311126709, 8.35104751586914, 9.587440490722656, 5.580610275268555, 7.476433753967285, 3.58943772315979, 10.948355674743652, 13.646979331970215, 12.600471496582031, 13.859687805175781, 5.823027610778809, 14.833138465881348, 7.7584357261657715, 15.074384689331055, 10.904094696044922, 7.677653789520264, 18.364755630493164]","[0.5555555820465088, 0.3333333432674408, 0.3333333432674408, 0.3888888955116272, 0.6111111044883728, 0.3888888955116272, 0.5, 0.5555555820465088, 0.5, 0.3888888955116272, 0.5, 0.3888888955116272, 0.5555555820465088, 0.3888888955116272, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3333333432674408, 0.6666666865348816, 0.4444444477558136, 0.3888888955116272, 0.6111111044883728, 0.4444444477558136, 0.5555555820465088, 0.5, 0.6666666865348816, 0.3333333432674408, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.6111111044883728, 0.6111111044883728, 0.3888888955116272, 0.3888888955116272, 0.6111111044883728, 0.4444444477558136, 0.3888888955116272, 0.5555555820465088, 0.5555555820465088, 0.3888888955116272, 0.6111111044883728, 0.3888888955116272, 0.3333333432674408, 0.5555555820465088, 0.5555555820465088, 0.3333333432674408, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3333333432674408, 0.3888888955116272, 0.6111111044883728, 0.5555555820465088, 0.3888888955116272, 0.3888888955116272, 0.6111111044883728, 0.5555555820465088, 0.3888888955116272, 0.5, 0.6666666865348816, 0.3888888955116272, 0.3333333432674408, 0.4444444477558136, 0.6666666865348816, 0.3888888955116272, 0.3888888955116272, 0.6666666865348816, 0.3888888955116272, 0.3888888955116272, 0.5, 0.5, 0.3888888955116272, 0.6111111044883728, 0.5, 0.5555555820465088, 0.5555555820465088, 0.4444444477558136, 0.5, 0.3888888955116272, 0.3333333432674408, 0.3888888955116272, 0.3888888955116272, 0.5, 0.3888888955116272, 0.5555555820465088, 0.3888888955116272, 0.5555555820465088, 0.5, 0.3888888955116272]"
0.4,35,24,20,"[3.3586132526397705, 5.790865421295166, 3.9222726821899414, 4.64556360244751, 4.718818664550781, 3.715585231781006, 3.223878860473633, 2.647454023361206, 3.054513931274414, 2.6740148067474365, 2.5621886253356934, 1.9868360757827759, 1.1492908000946045, 1.5753655433654785, 2.4037821292877197, 3.763214588165283, 6.016502380371094, 2.229221820831299, 1.3291654586791992, 2.2022299766540527]","[0.7428571581840515, 0.5428571701049805, 0.800000011920929, 0.7714285850524902, 0.6285714507102966, 0.7714285850524902, 0.6857143044471741, 0.8285714387893677, 0.7428571581840515, 0.7714285850524902, 0.800000011920929, 0.7428571581840515, 0.8571428656578064, 0.7142857313156128, 0.7428571581840515, 0.48571428656578064, 0.7142857313156128, 0.6285714507102966, 0.800000011920929, 0.6571428775787354]","[6.936303615570068, 13.94550609588623, 23.596471786499023, 5.389461994171143, 16.656349182128906, 7.011738300323486, 10.878593444824219, 12.106860160827637, 4.709033489227295, 10.72387409210205, 3.64141845703125, 8.410660743713379, 3.1343958377838135, 11.921664237976074, 3.7274019718170166, 21.65240478515625, 2.6600139141082764, 7.018438339233398, 3.2262027263641357, 15.848278999328613]","[0.625, 0.3333333432674408, 0.4166666567325592, 0.5833333134651184, 0.4166666567325592, 0.4583333432674408, 0.375, 0.3333333432674408, 0.5416666865348816, 0.375, 0.5416666865348816, 0.4166666567325592, 0.5833333134651184, 0.4166666567325592, 0.6666666865348816, 0.4166666567325592, 0.5833333134651184, 0.4583333432674408, 0.5416666865348816, 0.4166666567325592]"
